Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Status_Pinjaman
17,6200000,0,3,514,2500000,50,5,12,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
37,5500000,2,2,435,4500000,50,4,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
29,5900000,2,2,621,3500000,50,3,6,Produktif,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
31,9200000,3,2,572,5500000,37,0,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
36,4900000,0,1,540,4500000,50,1,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
35,9700000,0,2,612,3500000,50,7,12,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
44,7300000,1,2,759,3000000,29,2,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
37,6700000,1,2,645,6500000,40,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
54,9500000,3,4,647,4000000,48,5,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
29,8400000,3,2,571,3000000,50,3,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
30,5200000,0,3,533,4500000,50,4,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Macet
49,6500000,4,2,850,3500000,29,1,12,Pendidikan,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
49,4400000,5,2,807,3000000,31,2,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
44,6600000,5,3,684,5000000,39,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
15,6900000,6,2,508,4500000,50,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
45,4200000,0,1,625,3500000,5,2,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
53,10200000,3,1,302,4500000,22,5,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
41,7100000,4,0,300,4000000,28,4,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
40,7700000,1,1,696,4000000,5,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
28,7500000,2,3,387,1000000,44,1,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Macet
21,5300000,0,1,732,4500000,50,3,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Macet
34,6300000,1,0,514,4500000,13,3,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
48,8300000,10,3,850,5000000,39,4,6,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Lancar
22,1700000,3,3,512,4500000,50,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
27,10000000,9,5,730,5000000,50,8,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
28,7900000,2,2,598,2500000,50,2,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
38,5500000,4,2,774,5500000,42,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
36,11000000,3,2,645,2500000,50,3,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
28,8600000,3,2,556,4000000,39,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
21,8300000,4,6,340,2000000,50,2,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Macet
36,7600000,0,1,682,5500000,50,4,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
30,4500000,3,1,572,3000000,29,0,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
39,7500000,7,3,799,3500000,18,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
39,5600000,3,1,686,4500000,14,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
44,5200000,8,0,705,5000000,7,2,12,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
45,6900000,8,2,823,2000000,5,1,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
42,4300000,3,0,669,4500000,12,3,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
59,6500000,4,3,616,2000000,46,8,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
42,5700000,0,2,418,3500000,17,2,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
41,7300000,3,3,517,2000000,41,1,12,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Macet
42,8400000,6,0,850,4500000,31,3,12,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
30,6400000,1,3,338,4000000,26,0,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
38,7300000,7,4,850,1000000,22,5,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
62,8300000,3,3,491,3000000,5,4,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
31,7400000,1,1,701,3000000,20,4,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
35,6300000,1,1,455,3000000,9,0,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
35,4100000,4,1,484,1500000,50,3,6,Produktif,Sewa,Swasta,S2/S3,Menikah,Macet
31,6500000,0,3,329,3500000,17,2,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
39,7100000,2,1,695,1500000,9,4,12,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
44,4300000,10,3,850,3500000,19,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
34,7200000,9,1,850,2500000,25,7,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
53,6500000,0,2,580,3500000,49,0,12,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Lancar
50,6700000,7,5,555,4500000,11,7,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
43,7600000,2,0,532,2500000,50,1,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
36,9400000,5,3,740,3000000,23,2,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
37,5900000,2,2,602,4000000,50,5,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
20,3700000,7,4,850,3500000,23,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
38,8100000,4,2,850,5000000,40,8,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
36,7200000,2,1,626,3500000,50,4,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
23,9500000,1,1,830,3000000,50,10,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
36,3000000,8,3,748,5000000,5,0,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
45,6100000,2,2,466,1000000,21,5,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
32,4500000,8,1,850,2000000,17,6,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
31,8100000,2,1,692,6000000,50,6,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
47,8100000,8,0,850,500000,5,3,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
37,8100000,10,2,310,5000000,49,2,12,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
43,5700000,7,2,758,5000000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
26,6200000,0,3,589,2000000,50,2,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
30,8300000,0,1,420,5500000,50,3,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
21,5000000,4,2,582,4000000,36,0,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
41,5000000,0,0,509,5000000,50,3,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
45,6100000,2,2,496,2500000,50,1,6,Produktif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
40,5400000,3,1,433,3500000,40,1,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
18,8000000,0,1,850,2500000,31,2,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
39,3200000,0,1,497,3000000,24,2,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
45,4200000,7,2,828,2500000,13,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
34,9800000,4,3,758,5500000,50,1,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
45,8500000,4,4,850,3000000,16,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
35,7800000,6,2,850,5500000,36,3,24,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
37,7400000,0,2,630,3000000,19,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
39,8500000,1,1,800,1500000,50,8,12,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
36,8600000,1,2,651,2000000,50,2,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
39,7700000,10,4,850,2000000,49,3,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
48,6400000,4,3,648,1500000,19,3,12,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
31,5000000,0,2,572,3500000,50,2,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
32,8800000,3,3,736,6000000,50,2,12,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
26,7500000,3,0,643,4500000,50,6,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
34,7900000,5,2,629,5500000,50,6,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
35,5600000,3,3,545,5000000,50,0,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
38,8500000,2,1,621,4500000,40,0,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
26,5600000,1,0,798,3500000,21,2,12,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
25,4800000,0,0,551,2000000,50,2,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
36,10500000,6,3,820,5000000,50,3,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
22,7200000,2,2,850,3500000,50,6,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Macet
38,6300000,0,1,300,500000,50,1,12,Pendidikan,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Lancar
36,11600000,6,3,757,2500000,50,5,6,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
31,2800000,0,1,684,4000000,50,4,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
36,8800000,7,1,848,3000000,5,2,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
34,5500000,2,2,646,500000,38,2,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
36,4200000,2,2,612,4000000,46,1,12,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
44,3800000,10,5,850,3000000,50,1,12,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Lancar
42,10900000,5,1,675,5000000,50,9,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
52,6300000,6,1,782,3500000,16,1,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
34,6700000,1,2,660,2500000,50,3,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
37,5200000,5,2,777,3000000,28,3,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
20,8800000,0,3,585,4500000,50,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
30,7100000,4,1,460,1000000,36,0,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
35,5400000,2,2,654,6000000,50,2,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
41,5600000,1,0,622,2500000,50,4,6,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Macet
43,6400000,15,4,850,3500000,23,6,12,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
46,10100000,8,2,740,6500000,9,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
44,4700000,9,2,814,3000000,17,3,12,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
23,3800000,1,4,393,6000000,45,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
33,8300000,0,1,300,6000000,26,0,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
24,9100000,0,4,333,4000000,50,0,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
26,6700000,6,4,715,2500000,50,6,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
36,7000000,3,0,592,4000000,43,3,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
34,7000000,2,0,503,3000000,40,0,12,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
43,9200000,1,3,593,4000000,19,2,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
45,4900000,8,2,716,4500000,9,2,12,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
40,3800000,0,2,550,3000000,22,4,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
48,3900000,1,1,486,2500000,30,2,6,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Macet
33,7300000,4,4,731,2000000,50,5,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
41,5900000,0,0,564,6500000,50,2,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
45,7100000,3,3,747,4000000,6,3,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
24,5000000,3,1,704,3000000,22,5,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
42,4600000,4,3,673,4000000,14,4,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
31,5000000,1,0,494,4500000,50,4,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Lancar
34,3600000,1,3,481,5000000,9,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Macet
34,7900000,3,1,534,4000000,50,0,24,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
38,4900000,1,1,539,3500000,50,0,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
32,8300000,4,4,703,5500000,50,7,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
34,5600000,0,1,544,1000000,50,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
41,9400000,4,4,850,3000000,15,0,12,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
31,10300000,1,1,789,5000000,37,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Macet
28,9200000,0,3,501,1500000,50,3,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
40,5400000,8,3,827,3500000,30,4,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
21,5800000,4,3,677,3000000,29,2,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
38,8200000,0,2,659,3000000,7,2,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
41,7800000,3,3,561,2500000,39,4,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Bercerai,Macet
28,7800000,0,4,440,2500000,50,4,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
44,7400000,1,1,508,3000000,42,3,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
41,9400000,4,1,671,4000000,21,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
32,2800000,2,4,766,3000000,50,2,12,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
37,6300000,2,3,572,1500000,50,4,6,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Macet
32,4400000,4,0,846,4000000,50,6,12,Produktif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
48,7100000,0,1,397,6000000,33,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
44,4700000,2,3,403,6500000,26,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
40,8000000,4,3,850,3000000,5,2,12,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
27,6000000,0,2,786,5000000,50,6,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
40,9700000,3,2,850,2000000,8,3,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
44,5600000,1,0,850,3500000,49,4,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
22,7600000,2,3,462,5500000,46,0,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
32,7900000,4,3,850,5500000,15,2,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
58,6400000,3,3,603,5000000,5,7,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
40,8200000,1,2,758,3500000,9,2,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
29,6800000,0,2,509,6500000,50,1,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
41,4400000,3,3,850,5000000,26,2,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
43,6800000,0,1,509,5000000,26,4,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
45,10000000,13,4,850,3000000,11,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
38,7000000,6,0,711,4500000,9,0,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
53,6300000,1,2,374,4500000,13,2,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
38,7500000,6,2,716,6000000,5,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
20,10000000,0,3,591,5500000,50,6,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
33,5400000,0,2,528,4000000,40,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
37,10000000,1,2,661,4500000,47,1,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
45,3100000,3,0,650,5500000,20,4,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
36,6900000,1,3,343,5000000,20,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
44,7700000,0,1,683,3500000,24,4,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
46,6600000,1,1,300,5000000,49,1,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Macet
41,6700000,1,3,755,3000000,5,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
56,10200000,2,3,803,6000000,35,3,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
40,7900000,1,2,498,3000000,27,0,12,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
40,9000000,3,3,685,5000000,5,4,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
33,8700000,3,1,567,4500000,9,0,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
38,6800000,6,1,709,4000000,50,2,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
30,6600000,1,2,656,3500000,50,2,12,Produktif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
30,8200000,2,3,514,3500000,50,4,6,Produktif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
33,9200000,6,2,713,4500000,7,0,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
58,4500000,7,5,692,3500000,37,9,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
25,3300000,5,1,663,2500000,18,1,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
41,4800000,3,0,850,2500000,50,5,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
35,5900000,3,1,612,5000000,50,3,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Lancar
41,5200000,5,1,829,3500000,27,4,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
30,6100000,4,0,850,4500000,38,1,12,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Macet
51,7400000,7,1,833,4500000,12,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
39,5600000,3,3,324,5500000,50,1,6,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
56,9300000,4,0,567,4000000,8,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
40,6700000,6,2,800,1000000,34,1,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
45,6700000,0,0,562,3500000,18,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
32,7400000,9,4,850,4500000,15,2,12,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
37,4000000,0,3,694,3000000,5,3,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
30,8700000,2,3,546,4500000,22,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
38,5700000,3,2,328,1500000,12,2,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
36,5300000,0,2,389,2500000,42,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
36,7300000,2,3,633,5000000,50,2,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
27,7900000,0,1,850,2500000,13,0,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
42,4800000,1,0,622,1500000,50,8,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
26,7500000,4,2,850,1500000,7,4,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
43,6400000,2,2,444,7500000,34,1,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
37,8900000,9,4,850,5500000,50,8,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
41,8300000,4,3,850,3500000,9,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
29,6500000,2,2,574,2500000,36,1,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
31,7900000,4,0,423,3500000,50,4,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
41,8800000,2,1,745,5000000,50,5,12,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
27,3200000,1,1,498,5500000,50,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
36,4900000,6,3,704,2000000,50,6,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
37,6300000,3,0,316,3500000,11,4,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
33,8500000,2,4,705,1000000,44,3,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
35,7600000,1,2,660,2500000,45,0,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
53,5900000,2,2,850,2500000,44,7,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Macet
19,3800000,2,3,456,3500000,50,0,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
29,5400000,0,4,402,1000000,26,0,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
25,3700000,2,0,850,3000000,5,7,12,Konsumtif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
16,3300000,8,4,693,5000000,50,8,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
34,11100000,0,2,517,4000000,42,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
40,6300000,10,3,801,4000000,5,2,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
35,4100000,0,2,455,5000000,50,0,12,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
44,7200000,0,2,602,5500000,13,0,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
26,8500000,1,2,643,5000000,50,6,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
