Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Prediksi_Status_Pinjaman
47,5500000,0,2,608,5500000,9,0,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
42,5500000,1,2,429,2500000,49,2,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
26,10200000,1,4,467,4000000,50,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
44,7600000,2,0,588,1000000,25,3,12,Produktif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
38,7700000,1,0,532,4500000,27,2,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
25,4400000,5,2,850,3500000,36,7,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
13,7700000,2,2,763,4000000,50,3,12,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
29,8000000,6,2,850,5500000,46,5,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
24,8700000,1,0,793,2500000,37,4,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
27,6900000,3,0,688,7000000,35,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
30,8100000,8,1,850,4500000,13,2,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
33,4200000,6,2,850,3000000,50,5,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
32,7800000,0,3,319,4000000,50,0,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
36,3700000,5,1,629,5000000,12,1,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
37,6200000,7,4,470,6000000,25,5,12,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
42,8400000,1,1,802,5000000,5,4,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
31,6300000,3,2,850,5000000,8,4,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
41,4200000,9,2,776,2000000,35,2,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
40,5500000,8,3,752,5500000,50,8,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
37,7500000,1,0,686,4000000,50,1,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
50,6600000,5,1,786,4500000,5,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
17,6400000,2,2,850,5500000,50,3,12,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Macet
32,6700000,7,4,835,0,50,1,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
46,8100000,0,2,817,4000000,5,1,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
46,6200000,0,3,474,5000000,5,1,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
16,6500000,4,3,850,4500000,8,0,6,Produktif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
17,5100000,0,5,610,4500000,50,5,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
37,6900000,4,3,732,4000000,50,4,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
37,3800000,0,1,628,5500000,5,3,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
43,6700000,7,5,850,5500000,50,7,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
45,7900000,9,0,850,2000000,9,3,12,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
47,4600000,3,1,695,4000000,50,0,12,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
47,6800000,2,1,455,6500000,7,0,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
45,5000000,3,1,431,2500000,6,2,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
39,5900000,2,1,623,3500000,50,4,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
38,7500000,7,0,850,4500000,30,3,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
48,6400000,9,1,850,5000000,21,3,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
16,8600000,0,0,448,2000000,50,0,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
35,9100000,2,1,568,3000000,50,2,24,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
38,300000,2,1,729,5000000,24,1,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
34,9600000,2,0,694,3000000,13,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
29,4500000,5,2,684,2500000,50,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
54,7900000,0,1,850,4000000,40,5,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
33,4600000,4,2,612,3500000,29,0,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
40,6500000,2,2,300,8000000,11,6,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
38,8100000,0,1,813,3000000,29,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
38,4900000,1,2,699,4500000,50,5,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
29,4100000,2,3,501,3500000,50,6,12,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
11,5500000,7,2,601,3000000,22,2,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Macet
40,7200000,2,2,404,3000000,44,2,12,Produktif,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Lancar
42,6500000,0,0,535,3000000,50,5,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
42,7700000,6,1,779,3000000,18,3,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
48,9200000,2,1,508,3500000,5,0,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
21,8200000,5,2,850,4000000,8,6,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
35,6500000,6,3,622,4000000,18,2,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
31,6600000,2,3,452,3500000,33,0,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
40,6900000,2,1,697,4500000,50,4,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
38,7000000,6,2,752,3500000,22,1,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
40,4400000,2,0,850,3000000,50,4,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Macet
51,6700000,1,2,718,0,28,5,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
31,4500000,1,1,839,6000000,50,4,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
27,5300000,1,3,524,5500000,50,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Macet
41,5800000,6,2,535,3500000,11,2,6,Produktif,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Macet
46,5300000,7,1,802,6500000,32,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
18,4300000,7,1,321,1000000,50,12,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
45,8600000,7,0,796,4500000,39,1,12,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
45,8400000,5,3,672,2000000,24,0,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
38,6500000,0,1,629,2500000,50,3,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
30,8900000,2,2,497,5000000,41,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
47,8700000,4,4,635,2000000,10,3,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
30,6300000,0,1,538,2500000,50,5,12,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
47,9600000,0,3,445,1000000,5,1,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
29,3100000,4,0,850,2500000,50,10,12,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
26,6800000,2,1,722,3000000,50,2,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
36,9800000,6,1,808,5000000,8,2,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
39,12200000,3,0,420,4000000,11,3,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
40,7200000,9,1,315,2000000,50,11,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
43,3900000,5,3,742,3500000,50,5,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
31,8200000,3,2,802,3000000,19,3,12,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
27,9800000,2,2,641,5000000,34,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
21,9100000,11,1,850,1500000,50,6,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Macet
40,5300000,1,0,621,4500000,36,1,6,Produktif,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
34,2700000,8,5,850,5000000,50,6,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
25,8900000,4,1,356,4000000,50,3,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
52,9500000,8,3,850,2000000,17,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
31,5100000,2,1,801,500000,50,7,12,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
32,11100000,0,2,570,3000000,41,2,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Macet
48,8800000,7,1,850,4500000,15,2,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
30,10800000,1,4,515,5500000,50,5,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
29,6300000,0,2,542,2500000,13,5,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
38,6600000,4,2,656,3500000,50,3,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
28,5400000,2,2,565,5500000,50,4,12,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
49,8800000,0,2,396,2500000,9,0,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
43,7900000,2,3,784,3000000,41,0,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
26,7200000,7,0,356,4500000,50,5,24,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
48,6600000,1,0,632,3500000,22,2,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
52,8900000,1,2,785,1500000,11,3,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
38,4700000,9,1,626,2500000,16,5,12,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Macet
37,5200000,6,3,756,3000000,50,2,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Lancar
40,7800000,0,1,594,3000000,18,3,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
20,5500000,7,3,627,4000000,50,9,6,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
49,8900000,6,2,775,6500000,50,7,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Lancar
42,9200000,0,2,393,4000000,50,0,6,Produktif,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Macet
16,7400000,4,2,747,3000000,50,2,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
43,9300000,4,2,505,2500000,50,4,6,Produktif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
23,5400000,7,4,664,3000000,50,5,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
28,4600000,0,2,527,3500000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
32,7400000,2,3,748,2000000,50,5,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
17,9200000,0,6,419,1000000,50,2,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
39,6300000,0,0,408,2500000,50,0,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
19,3900000,1,3,485,3000000,50,2,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
38,4000000,2,0,440,1000000,48,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
25,9100000,4,4,753,3500000,50,8,12,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
44,5800000,6,5,541,3500000,19,4,12,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
39,8000000,0,2,332,6500000,50,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Macet
36,5300000,6,0,850,6000000,42,11,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
40,10000000,1,0,519,4500000,31,0,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
24,9400000,0,1,794,3500000,50,3,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
45,5500000,4,1,300,7000000,6,5,24,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
40,5800000,2,1,850,4000000,50,6,12,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Macet
37,7900000,2,2,460,4500000,36,1,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Macet
34,7800000,5,3,769,7500000,50,3,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
45,8500000,6,2,835,2000000,39,2,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
29,8600000,5,2,448,5500000,13,3,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
35,6400000,4,3,728,3500000,50,8,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
45,8900000,0,2,648,3000000,5,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
38,7200000,11,4,850,5500000,5,1,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
41,6300000,5,0,604,4000000,16,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
40,7900000,0,1,678,3000000,41,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
37,6400000,0,1,584,6000000,50,5,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
41,7600000,2,1,680,3500000,30,3,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
40,5500000,1,0,569,3000000,5,0,6,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
46,10900000,3,3,850,6000000,50,6,12,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
42,8500000,3,3,752,1500000,50,9,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
35,7800000,0,2,728,4500000,47,3,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
35,7900000,10,5,850,2000000,41,3,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
21,9500000,3,0,388,2000000,49,2,12,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
52,6900000,0,2,492,2500000,17,3,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
38,4200000,11,3,819,2000000,34,6,12,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
55,6600000,6,0,754,4500000,14,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
32,3800000,6,4,653,3000000,5,2,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
29,7400000,0,1,655,4500000,15,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
29,4300000,1,0,300,4000000,50,4,12,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
44,8800000,6,2,778,5000000,42,1,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
35,6600000,2,5,665,5000000,50,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
39,12800000,1,1,481,7500000,49,0,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
30,9000000,1,1,529,5000000,44,0,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
37,5300000,6,2,661,3000000,6,0,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
38,5900000,16,6,850,5500000,47,7,12,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
33,7000000,0,2,438,3500000,50,1,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
28,6700000,1,3,751,500000,50,4,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
29,7700000,3,1,683,3500000,50,1,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
38,5800000,5,4,603,1500000,13,1,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
36,7300000,2,1,504,4000000,46,2,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
31,8300000,2,1,541,3000000,8,0,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
29,2600000,1,4,485,3000000,39,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
39,10800000,0,2,588,6500000,50,3,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
48,4600000,0,2,826,6000000,11,2,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
29,6400000,3,1,607,6000000,50,2,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
30,6200000,2,0,738,5000000,50,2,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
29,6000000,2,4,496,3500000,50,2,6,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
33,4600000,4,0,761,5500000,48,2,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
48,8000000,7,5,850,4500000,24,5,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
17,6300000,6,5,850,4000000,50,8,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
15,6000000,3,1,850,3000000,50,3,12,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
29,6800000,3,5,300,2000000,36,1,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
46,6500000,0,0,625,3500000,18,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
34,6100000,10,4,847,5000000,50,6,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
45,8500000,6,1,721,2000000,5,1,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
55,6300000,2,0,577,5000000,41,2,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Macet
49,4500000,2,3,641,4500000,40,4,12,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
38,4200000,6,3,849,4000000,22,1,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
32,8100000,4,3,695,1500000,50,2,12,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
39,6800000,2,3,508,2500000,6,2,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
31,6200000,1,3,671,2000000,50,4,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Macet
49,6000000,2,1,606,3500000,50,4,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Bercerai,Macet
39,5900000,6,1,673,6000000,14,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
40,5600000,2,1,396,5500000,50,0,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
33,8300000,2,3,655,4500000,10,3,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
34,5400000,5,3,737,5000000,19,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
40,7600000,1,0,462,2500000,24,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
41,7500000,1,3,850,4000000,15,1,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
36,6200000,1,2,706,3500000,35,3,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
24,7100000,4,3,346,4000000,42,0,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Macet
43,8000000,6,2,793,5500000,40,2,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
34,9300000,8,5,798,6000000,50,10,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
34,6500000,5,2,802,5500000,27,3,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Macet
49,8700000,1,0,650,5000000,5,2,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
38,7100000,0,1,583,4500000,50,3,6,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
39,6600000,0,3,359,2000000,37,0,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
24,6600000,6,2,850,4000000,11,3,12,Konsumtif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
39,5600000,3,1,598,4000000,50,5,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
49,6000000,0,2,637,3500000,8,0,12,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
33,10400000,4,2,622,4500000,26,1,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
21,4900000,3,0,501,5500000,42,5,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
39,7200000,3,2,705,1500000,26,0,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
36,4900000,10,3,747,2000000,13,3,12,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Lancar
46,8000000,13,5,850,5000000,50,7,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
41,6600000,0,2,776,2500000,5,2,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
27,2600000,5,2,542,4500000,37,3,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Macet
31,3900000,4,1,300,2500000,50,0,12,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
31,7500000,0,1,725,4500000,50,2,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Macet
35,4300000,0,2,763,1000000,5,3,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
31,7100000,4,0,533,6500000,50,7,12,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
36,9500000,0,0,850,3500000,50,5,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Macet
43,5000000,1,1,399,4000000,30,3,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
46,7600000,5,0,690,5000000,5,0,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
30,9900000,0,2,606,3000000,50,3,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
77,5300000,5,6,618,2500000,50,6,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
23,5400000,2,3,429,4000000,50,0,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
26,12800000,0,3,424,4000000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
30,5300000,6,3,674,4500000,39,1,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
45,9700000,0,0,582,4500000,23,0,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
20,10500000,0,5,495,3000000,50,3,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
36,10100000,3,3,713,4500000,5,4,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
37,8400000,0,0,430,2500000,39,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
51,7400000,4,3,572,4500000,20,8,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
47,9000000,5,3,432,3000000,47,11,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
41,7100000,6,0,850,4000000,30,7,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Macet
39,6100000,1,0,624,8000000,32,0,6,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
24,5900000,1,3,484,5000000,50,4,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
